required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,total_guests,total_nights,arrival_day_of_week,arrival_week_number
1,30,2018,8,29,0,0,0,122.85,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,2,35
0,177,2018,6,3,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,22
0,34,2017,10,25,0,0,0,75.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True,2,5,2,43
0,18,2018,3,9,0,0,0,116.8,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,4,10
0,267,2018,12,31,0,0,0,121.5,0,False,False,False,False,True,False,False,False,False,False,False,True,True,3,2,0,1
0,64,2018,6,27,0,0,0,111.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,2,26
0,155,2018,6,28,0,0,0,121.55,2,False,False,False,False,True,False,False,False,False,False,False,True,False,3,7,3,26
0,46,2018,3,29,0,0,0,75.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,5,3,13
0,83,2018,4,1,0,0,0,159.3,0,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2,6,13
0,128,2018,10,11,0,0,0,132.3,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,3,41
0,20,2018,12,25,0,0,0,88.0,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,1,52
0,40,2018,3,14,0,0,0,98.82,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,2,11
1,46,2018,3,4,0,0,0,98.3,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,6,9
0,1,2018,10,17,0,0,0,150.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,2,42
0,196,2018,9,4,0,0,0,96.05,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,5,1,36
0,188,2018,6,15,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,4,24
0,17,2018,12,10,1,0,5,95.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,0,50
0,146,2018,8,9,0,0,0,113.56,0,False,False,False,False,False,True,False,False,False,False,True,False,True,2,3,3,32
0,110,2018,5,5,0,0,0,101.58,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,5,18
1,68,2018,3,18,0,0,0,105.3,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,6,11
0,73,2018,4,9,0,0,0,115.8,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,0,15
0,92,2018,5,19,0,0,0,149.4,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,1,5,20
0,171,2018,8,30,0,0,0,111.59,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,7,3,35
1,134,2018,8,4,0,0,0,130.5,2,False,False,False,False,False,False,False,False,False,False,False,True,True,3,2,5,31
0,320,2018,8,18,0,0,0,115.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,5,33
0,118,2018,4,13,0,0,0,90.95,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,4,15
0,30,2018,11,17,0,0,0,76.08,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,5,46
0,30,2018,12,22,0,0,0,156.9,0,False,False,False,False,False,False,True,False,False,False,False,True,True,4,4,5,51
0,189,2018,10,23,0,0,0,85.5,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,1,43
0,55,2018,5,13,0,0,0,159.3,2,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,6,19
0,55,2018,12,13,0,0,0,74.8,2,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,3,50
0,16,2017,10,31,0,0,0,95.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,1,44
0,24,2017,10,8,0,0,0,107.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,6,40
0,8,2018,2,16,0,0,0,64.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,4,7
1,10,2017,11,2,0,0,0,82.95,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,3,44
0,0,2017,9,21,0,0,0,155.0,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,3,38
0,12,2018,6,30,0,0,0,101.68,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,5,26
0,32,2017,9,5,0,0,0,94.5,3,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,1,36
0,182,2018,9,30,0,0,0,117.9,2,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,39
0,1,2018,6,27,0,0,0,127.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,2,26
0,122,2018,6,16,0,0,0,116.1,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,5,24
0,40,2018,6,30,0,0,0,117.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,5,26
1,123,2018,8,13,0,0,0,155.7,1,False,False,False,False,True,False,False,False,False,False,False,True,True,3,4,0,33
0,40,2018,4,22,0,0,0,135.76,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,7,6,16
0,105,2018,11,12,0,0,0,102.83,3,False,False,False,False,False,False,False,False,False,False,False,True,True,3,7,0,46
0,443,2018,4,29,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,6,17
0,2,2017,11,14,0,0,0,103.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,1,46
0,317,2018,9,1,0,0,0,106.2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,5,35
0,286,2018,9,16,0,0,0,58.5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,37
0,68,2018,3,10,0,0,0,73.95,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,5,10
0,148,2018,5,5,0,0,0,105.3,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,5,18
0,68,2018,4,24,0,0,0,133.2,2,False,False,False,False,True,False,False,False,False,False,False,True,True,3,2,1,17
0,30,2018,3,30,0,0,0,85.5,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,4,13
0,14,2018,11,3,0,0,0,112.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,5,44
0,117,2018,6,5,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5,1,23
0,85,2018,7,13,0,0,0,91.48,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,4,28
0,1,2018,10,20,0,0,0,135.0,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,5,42
0,25,2018,10,17,0,0,0,129.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,1,3,2,42
0,289,2018,12,28,0,0,0,70.55,2,False,True,False,False,False,False,False,False,False,False,False,True,False,2,6,4,52
0,28,2017,10,19,0,0,0,75.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True,2,5,3,42
0,80,2018,3,29,0,0,0,72.25,0,False,True,False,False,False,False,False,False,False,False,False,True,True,1,4,3,13
0,11,2017,10,9,0,0,0,155.0,2,False,False,False,False,True,False,False,False,False,False,False,True,True,2,1,0,41
0,162,2018,7,25,0,0,0,121.5,2,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,2,30
0,155,2018,6,28,0,0,0,90.95,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,7,3,26
0,82,2018,5,22,0,0,0,109.65,0,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,1,21
0,27,2018,4,15,0,0,0,142.72,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,6,6,15
0,13,2018,5,9,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,2,19
0,245,2018,6,17,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,24
0,11,2018,11,18,0,0,0,111.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,46
0,266,2018,10,30,0,0,0,86.7,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,1,44
0,39,2018,3,28,0,0,0,117.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,2,13
0,112,2018,5,4,0,0,0,101.58,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,4,18
0,88,2018,4,8,0,0,0,58.9,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,6,14
0,56,2018,6,8,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,4,23
0,73,2018,4,7,0,0,0,107.1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,5,14
0,80,2018,5,2,0,0,0,126.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,2,18
0,130,2018,9,29,0,0,0,139.5,2,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,5,39
0,69,2018,4,4,0,0,0,80.75,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,2,14
0,273,2017,7,17,0,0,0,109.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,0,29
0,55,2018,4,6,0,0,0,104.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,1,4,14
0,4,2018,11,1,1,1,5,65.0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,1,3,3,44
0,97,2018,5,24,0,0,0,140.4,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,3,21
0,44,2018,2,17,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,7
0,31,2018,4,14,0,0,0,94.5,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,5,15
0,0,2018,6,5,0,0,0,109.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,1,23
0,62,2018,11,12,0,0,0,105.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,0,46
0,86,2018,4,17,0,0,0,107.95,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,1,16
0,197,2018,8,1,0,0,0,85.5,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,2,31
0,143,2018,7,12,0,0,0,105.3,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,3,28
0,8,2018,6,15,0,0,0,156.0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,4,24
0,13,2018,11,16,0,0,0,73.15,1,False,False,False,False,False,False,False,False,False,False,False,True,True,1,2,4,46
0,280,2018,9,19,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2,38
0,11,2017,9,13,0,0,0,87.4,1,False,True,False,False,False,False,False,False,False,False,False,True,True,3,1,2,37
0,317,2018,9,15,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,5,37
0,185,2018,12,16,0,0,0,79.2,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,6,50
0,160,2018,6,30,0,0,0,90.95,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,5,26
0,104,2018,10,18,0,0,0,91.48,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,3,42
0,11,2018,11,5,0,0,0,150.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,0,45
0,2,2018,3,22,0,0,0,89.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,3,12
0,14,2018,8,17,0,0,0,91.43,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,5,4,33
0,22,2018,5,20,0,0,0,140.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,20
0,37,2017,10,24,0,0,0,87.78,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,7,1,43
0,292,2018,7,21,0,0,0,115.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,5,29
0,11,2017,9,9,0,0,0,80.85,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,5,36
0,86,2018,3,31,0,0,0,82.45,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,5,13
0,109,2018,10,11,0,0,0,108.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,3,41
0,72,2018,4,2,0,0,0,96.3,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,0,14
0,196,2018,8,22,0,0,0,99.45,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,6,2,34
0,56,2018,5,13,0,0,0,140.4,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,6,19
0,189,2018,8,8,0,0,0,72.25,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,2,32
0,126,2018,8,15,0,0,0,126.0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,2,33
0,303,2018,8,19,0,0,0,78.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,5,6,33
0,81,2018,11,6,0,0,0,146.6,1,False,False,False,False,True,False,False,False,False,False,False,True,True,1,4,1,45
0,54,2018,10,10,0,0,0,118.8,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2,41
0,15,2018,10,6,0,0,0,145.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,5,40
0,86,2018,4,6,0,0,0,84.58,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,4,14
0,161,2018,3,25,0,0,0,130.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,3,6,12
0,147,2018,8,3,0,0,0,118.88,1,False,False,False,False,True,False,False,False,False,False,False,True,False,2,14,4,31
0,92,2018,5,30,0,0,0,101.52,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,2,22
0,87,2017,9,11,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,2,1,0,37
0,109,2018,3,20,0,0,0,58.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,1,12
0,127,2018,3,23,0,0,0,61.5,2,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,4,12
0,418,2018,9,26,0,0,0,107.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2,39
0,156,2018,8,24,0,0,0,87.3,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,5,4,34
0,80,2017,7,16,0,0,0,76.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,28
0,211,2018,12,16,0,0,0,63.75,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,4,6,50
0,273,2018,5,13,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,6,19
0,58,2018,11,19,0,0,0,75.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,0,47
0,433,2018,9,8,0,0,0,70.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,5,36
0,111,2018,5,2,0,0,0,101.58,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,2,18
0,34,2018,8,21,0,0,0,85.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,5,1,34
0,17,2018,12,3,0,0,0,98.39,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,6,0,49
0,6,2017,9,22,0,0,0,106.07,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,4,38
0,32,2018,7,18,0,0,0,105.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,2,29
0,4,2017,9,22,0,0,0,145.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,4,38
0,195,2018,8,13,0,0,0,106.03,1,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,0,33
0,119,2018,8,13,0,0,0,114.3,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,0,33
0,13,2018,12,5,0,0,0,88.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,1,2,2,49
0,59,2017,10,15,0,0,0,89.25,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,6,41
0,78,2018,3,20,0,0,0,86.32,1,False,False,False,False,True,False,False,False,False,False,False,True,True,3,7,1,12
0,335,2018,10,13,0,0,0,90.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,41
0,103,2017,8,22,0,0,0,55.96,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,7,1,34
0,0,2018,6,8,0,0,0,109.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,1,2,4,23
0,118,2018,3,1,0,0,0,86.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,3,9
0,56,2018,9,5,0,0,0,118.95,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,6,2,36
0,107,2018,6,10,0,0,0,130.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,23
0,70,2018,4,14,0,0,0,90.56,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,5,15
0,76,2018,4,1,0,0,0,87.3,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,6,13
0,144,2018,5,27,0,0,0,177.65,1,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4,6,21
0,15,2018,3,18,0,0,0,127.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,3,2,6,11
0,32,2018,2,5,0,0,0,72.9,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,0,6
0,49,2018,5,7,0,0,0,159.3,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,2,0,19
0,77,2018,5,12,0,0,0,135.15,1,False,False,False,False,False,False,False,False,False,False,False,True,True,3,4,5,19
0,22,2018,10,28,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,6,43
0,0,2017,10,18,0,0,0,114.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,2,42
1,58,2018,6,21,0,0,0,125.1,1,False,False,False,False,False,False,False,False,False,False,False,True,True,3,1,3,25
0,4,2017,8,14,0,0,0,95.13,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,8,0,33
0,117,2018,4,29,0,0,0,105.84,0,False,False,False,False,False,True,False,False,False,False,False,True,False,2,2,6,17
0,36,2018,12,26,0,0,0,102.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,2,52
0,35,2018,12,2,0,0,0,74.8,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,6,48
0,31,2018,4,24,0,0,0,94.5,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,1,17
0,79,2018,6,16,0,0,0,120.6,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,6,5,24
0,1,2017,10,9,0,0,0,139.33,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,0,41
0,21,2017,9,3,0,0,0,105.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,6,35
