iter	RMSE
546	8.830610519
547	8.825704533
548	8.817928243
549	8.813324871
550	8.810059282
551	8.796546308
552	8.793839938
553	8.788363751
554	8.780258262
555	8.778232337
556	8.769325154
557	8.762335509
558	8.755851257
559	8.746783
560	8.739290159
561	8.735806478
562	8.728407432
563	8.724821204
564	8.717774163
565	8.713852264
566	8.707573589
567	8.701623383
568	8.697081802
569	8.69430479
570	8.690981959
571	8.688050772
572	8.681393839
573	8.674697152
574	8.668027575
575	8.663867281
576	8.662282082
577	8.650078322
578	8.647500017
579	8.644812681
580	8.641552559
581	8.63695616
582	8.630875975
583	8.627013445
584	8.625032269
585	8.620729388
586	8.614057438
587	8.61129021
588	8.605755768
589	8.602289142
590	8.595624359
591	8.587173618
592	8.582716255
593	8.572566584
594	8.563557833
595	8.554289013
596	8.551710293
597	8.546850452
598	8.539015784
599	8.532216042
600	8.523165691
601	8.518915947
602	8.513218542
603	8.508159581
604	8.502710469
605	8.500452203
606	8.496193343
607	8.494663473
608	8.491024163
609	8.486888176
610	8.482730463
611	8.482533525
612	8.474775207
613	8.472313818
614	8.46309355
615	8.459371997
616	8.455940339
617	8.453816028
618	8.440849939
619	8.43558575
620	8.427760248
621	8.422475224
622	8.416442867
623	8.412401637
624	8.409632757
625	8.402589928
626	8.3982237
627	8.392515398
628	8.387436295
629	8.379695574
630	8.373742476
631	8.370254643
632	8.367400991
633	8.362371297
634	8.355281439
635	8.346368271
636	8.340681048
637	8.337372314
638	8.334046126
639	8.327189397
640	8.32213518
641	8.318409691
642	8.317176112
643	8.315176641
644	8.314136522
645	8.310972559
646	8.305581066
647	8.299846771
648	8.295353637
649	8.288656715
650	8.283037647
651	8.280243371
652	8.277688114
653	8.272968995
654	8.265889064
655	8.261887264
656	8.255187186
657	8.244307467
658	8.231229677
659	8.228535502
660	8.224943884
661	8.222587514
662	8.217875946
663	8.214083194
664	8.211966053
665	8.208315479
666	8.198519703
667	8.192501772
668	8.182439306
669	8.18107273
670	8.176444188
671	8.170278272
672	8.167331136
673	8.164326719
674	8.158448939
675	8.156583396
676	8.152620933
677	8.146461056
678	8.14231275
679	8.140485985
680	8.128799774
681	8.125659051
682	8.124506401
683	8.12172313
684	8.119770429
685	8.114136884
686	8.108195183
687	8.102705765
688	8.10046163
689	8.096193839
690	8.0913799
691	8.087735721
692	8.07876722
693	8.074990093
694	8.071042597
695	8.067927464
696	8.066462969
697	8.058794712
698	8.051173783
699	8.050667034
700	8.040375154
701	8.035561235
702	8.028656297
703	8.020230964
704	8.017225552
705	8.014851236
706	8.012196774
707	8.010179418
708	8.00739228
709	8.004021592
710	7.999583636
711	7.995986135
712	7.994714294
713	7.990626283
714	7.99023481
715	7.980069621
716	7.976216814
717	7.970162349
718	7.962882125
719	7.956464129
720	7.952346556
721	7.949498987
722	7.947552889
723	7.944631509
724	7.941288442
725	7.938169408
726	7.935106628
727	7.926903974
728	7.922848043
729	7.913686397
730	7.908906564
731	7.908551463
732	7.906871444
733	7.906443992
734	7.898190484
735	7.895943858
736	7.893119727
737	7.887523154
738	7.882981579
739	7.880466528
740	7.879010017
741	7.875751668
742	7.872751832
743	7.866815765
744	7.862608553
745	7.859878223
746	7.855842568
747	7.8515131
748	7.849458434
749	7.847146776
750	7.844938703
751	7.840906618
752	7.837414381
753	7.832184437
754	7.830335489
755	7.823842534
756	7.820150287
757	7.813945509
758	7.810943249
759	7.804942504
760	7.800123106
761	7.796368698
762	7.792720025
763	7.789782334
764	7.787841347
765	7.784997343
766	7.781891748
767	7.78121929
768	7.772856391
769	7.769484544
770	7.764811761
771	7.760177545
772	7.757135651
773	7.752803769
774	7.751435337
775	7.744751263
776	7.739753055
777	7.733506245
778	7.727617433
779	7.724683901
780	7.722369948
781	7.713804275
782	7.709768407
783	7.703514482
784	7.697923156
785	7.690483559
786	7.687615841
787	7.6859919
788	7.682531701
789	7.677411392
790	7.671292715
791	7.661103328
792	7.658822618
793	7.654384374
794	7.652151882
795	7.647863823
796	7.643518007
797	7.640177467
798	7.638977739
799	7.636530683
800	7.633288111
